n,correct digits (estimated),N,lambda
326, 984, 2835, 5.783186765548113675806789179724398665911943241252722679541698363318916066602940011539169937565297799835696868610840740137876852802089915487720985222233204369368167755422311365597945239573982630771895420861414106211294174165554199867803065266404852353189883099340942450295235519715101547336304937968530214868298072404150698848703692560997818132401664121793111867626731225701430325190186408695666217160159151771957186023382130852342796624753108578645718156086923163078063240658568553048333930642286083786334940545507472041097850490608613472920817488603953352023880609838197290998235726568202685265111939882881600524462689229231600609566970963288702676588279766501575208309075370829096592460769491147926031963774876723540532596796562806428332472562310472419308737973661722121516812717956771967036172549743210814798368503990448839841938082716406367426671697806913435742778697617371582230693409914229602549340946279326215033950616167933849226188492485162324695330943386877709904040279661885
327, 984, 2835, 5.783186758207287329536631588790423628474604294673671933422235822478748926580379279825690850686886809677514722430664677812822234557750166265792168771102448569975685273098579865579582806622739603825939695751324788679421957641425684119430072547765193247913237016465622248728016253627477100716341558648349457797319255959182933432221460232174463675169678815074388192305293993445780685443594916988825100148914422773342908377781652628503604833279787997321922303436829909367449312761957845502480895219521022706604504407982214849937399438442609362856360842085214621861079654467523519624700947253016375821008581383364147182707190117559431260094044750241254073680956733301981490974865253050984016435308359916678572640800374972806801381316507988008327723208577710839842960219016303880885416512016476214964122983233562559401670586113192881310804198014666881597333917584329479737012513701838264498014508670217915140942866894724021287988798350307106344130952600386733522792333886118043448020128405293
328, 984, 2835, 5.783186750955710560350047994859372692196946140146092817732064804366392083630962621736969411449868882230226960609317407661981042854399733341449179512137717404494013931408671450849956798080491447863113106818418509415917571913217995327504809707192040808739645138664801530066288628022957694975755020061606828194905955868932650768337338679084773400281348576421633862196826800261037379963188676373770859459631471141983665305011599534931787412245966839595374412169939253457239371312450325194725617419534505383793456608078869644581256687642183886722253132599159437488709909489305002770672017320856938275075667564449093933741812139017023923115663361126606512581669865653995846834083520291122914182002528201746757405910422194520446110410652708648132120467522239591905637698454613716653556827723736862907869378612284887980005865706941840583225729439858339685741109678762603445678715787891019758658062782601528135379218960155164108699376118293220714618664652543196737570352162463908113484251129685
329, 984, 2835, 5.783186743792031112523653837695796317899775652971695612691501649408805257366593873266952463257172594430812302608598950972895745275567142944533323537612379543127711784078455225998542482615465922006865515295352395200477093896472820615281675973278761698695422342574095821434276902318265435080416086579135051681005864618491601738845985234697182268925447286409804643975719649409666559740293866179459394814966905926083623597818453196327353274781247641777222910219638962203374168107393700398311389624951871562015234294946511354262613973717834441731239378026716852168867020567130001731508087878470816428994806750190025233475609027253985676770876341637563380539699985415124507562068776285303694940654558077600041143748589930933681434941788555740733352416320854363605648645287324132865446786279681669704386903258371400489385424399074475546396609728062880445496120069432718787637164924163032291579947857121094063263956949671417263333671508666892671031004734786535514239573569201750512964995174852
330, 984, 2835, 5.783186736714921242301539863544865768967974866203509512839146383565172249965751299975596671555360650103232191691472432687475057205419752859440337039253692681489459064454723584120121705819436966562355118056543658320181180633063814343329152622326357941223950019391903759468893415870433037204414088431900651208873523284193437722765664617173655696783329915233808183744687303936172803325354377988399413925435291710863728931982435040294841925722171736186707745080308606507521630864337720674632516882873537444208561270848454645100147432333268741258390000571524473026571161105347052649391283190707677178109303314366567002252379126342355000789484118681864160875280059057170248339165049207870086881001632226685392705851870008098233133911181953086216933721592645639141292457348855113851884258851888727523506534273207214967588751054673789265698577826738887710137914120505934491352238772173762420061572994340433236861521344759359825310782101004874351475676411399684981753925758362651770454681378715
331, 984, 2835, 5.783186729723077201081926054217919963837904417257306530547228062174451376277825695503701840240948868005919667723398907955938074744275388469387542654563091607197215147365619045090028060437913841134436588341468608178039635265259098958987693602926538136185134523092497239996510135246143957101665114041412610530547836715022482230693716866564967583773216580204630210051384078451047328990892173367969060443788496432900372502813742143125488908811892746344311002918370628981026029645262058003639355566879941447168022898311688872447465886831760463698352356005777662794881933643690593343869169421298603869983797712990634611202219218661506979037105949137437223316633506495220784990532178342940784802117751676756730824716864855199213999054998707329904882806981011257214991483166687026783109639046192126331305499541056682034984134248619226118154819099114714091047669712657608057078691154453109530996590914885847650402933675515085469786838323490107288561556721273923997638634683183795838132148178137
332, 984, 2835, 5.783186722815218731019612084464867293059920649594035869130604675429686484586424898996106851027680030576598672409964292419370725417238819220378874078254880238535988359109135980312818512746232352288174759476289859340352690330515910246651245665937456042679651430657246115350868276083364320908284513716648488727717515191510088906937817032081933022155556050163488204486489604470507778098679578120886778237169421523405611129216306778826024345339698578986021163637302871799101400317596480230735051714586191900097756956064000329174814060521501791359131741336650456472195841830623704826469824381448867188568510052950304510836543142860922333871115021103465474505081135490125958021260080803445183363734749870701604711647296877373246117615264922947609822753606947808915707051177898579271453717583154977984801862852708380498518346641029386388958476318352690851031316695746723974192509367872228955662064931238223207162356844125932022046697788603858445267020328419586075519202317644605959845884695853
333, 984, 2835, 5.783186715990088572709671038502847642127720553863857246922862615197271772919302624244922039903557410715070961878379487211260195185728356306991974097443941351958622084362958894420095270114530546452940677433658185569212456898467094692408966553463734287370242910255899383376644677829093091772597423963711356259151944679867180325435571609015934902112300378652712929046915550076362629472314534990031547358012822844951364294683739284522845942172516000211679746116521698639028872093537985112667184923175058330025013320642827303812521530722526715617147022451876540913583718493709543600458037606470263951338426063428824018970990126005065496867476530237031581960523697599204658704946063006995681148413279067759043441674411472812143979676403351621192895856816561887976406316351280216611399497663699060663163965703534949574310556582732720594872503977822942867766090722761189021146634571332309281461221854431215903419576207749325942784199713610052932406056701609710906562337005740288986264404089256
334, 985, 2835, 5.7831867092464519846278196479301986595360164677705235819941395136175212845102780751130161574819155172018670566526408974398270896160921747087733382621345566411474494627408681147875029621694887751495376252530890971883453142550331247300954436961829814049406066211029172566192090044889684788408983900932040997761218800545914618881784194482538468627525039366932254801811204521626395574786167817179264096449540819975721693728426160279250957080094197569292111859549228818122745766150630394230570259988873151259766499201405050392469333667117056347538259466646407074977879307130995562993851356162457407080076480561822542101090549517907312394511068327129492921950269897874557684524884333778830330836115278278755588975837638030862558972960675184305552154318782673744958602373754897396708426834148056283262036327159371524569744944654803847345872771782671274059634733931325270409594709519171221143281064072160766607995642728009381835833555600620726950490550594576502713407006110574396874729302082073
335, 985, 2835, 5.7831867025830962740125579092940410641487035904399229427680815351066968230819671496428491856360049301966645947216389781479072493727027894944540418642433345982943541914644724538255330781722864690052430882949612779578771613832320348765475902414869858206547613956312165910701083778922803104579437433763572662479995862062687594392111752821482663820714125038430117084199660577191358254967500847152828831608443609406036262665303727146681786092177552640920492610072776582442410617285502018904023046940844148103134951329753535038035330130987657121143936791571160584585205258812481266852707074696480241893504507569572728401135056360830114779147306560256436500614863554681818195631017605232385786916822478038217685174675675382211960306309982466389566228804843143143912319697416507505734359381899265137089029936853162373537379232342095011579952054309059531655803245252009717567568724095425479765672924622552481869645451201660671450188324936998148872340004258793896208869603253380021545626313032195
336, 985, 2835, 5.7831866959988303388835152417340463166118701140190068123988724238269303190421569097390673081782870900864242106176338103642830847220736185927570505833696030274479900540944408030456235039570551947592753128760202494515964736222581233255270588081770809210586037008104373032496611561507510798340839060186291747945257525572599379291374606531399688118722678189643736589854446832772044869158508171551030406734091871940992421156108861138696760659152711872284797251256424364355987889599670332336087101644710883787431527688934129899182768073688432249955568298867994479365280605501330352997440555589134433847857728034765596985353119869298028977879893331588499195779886760754550833138732780881406426208689518708977731497064317015732928132270823298325488622496546763392284928149796865618677533526569507876966365801487024222867957354780636359814042861398732351063005530212698857992383651452682178623366548456493918531797804075072036542134649880195255278599049677022363171806672371667491340727516650041
337, 985, 2835, 5.7831866894924842208994805470892909913916348184196539064170010238828659516214616819709683086066960579463548217756513026543714731848097653308442771544166790475035078986779077119938104072278574610572219412204476372515453602747917864181169722786473219358214372883133666317575306274419765160176672286754012293502259835969705802581569497157001309218709961396163213809620072711832450922958160539291725593052261048719845823574353476466849185594060153045184729600998314354837498316281268941732328238764243248269675623383456121702537344163926952594214014773157940994313063964836567854628396812343841754951067703545373327278864044973379004047056185294469582794264975577333281711699877279357417286930522764509249373627104826450185573230146201525325688551357484994894887560623774990567745020403192301440501297490080870719196084663228786127270469832187626498662286400767515484750604253499859639479740224689972025097460562356028972657996959502199509539693835230260001969740374465828900762724072805736
338, 985, 2835, 5.7831866830629086687683404010748488098092825000678519284026074820470793292538912075888988632812341673730200101948052481585354554972978806449694010431353709385177825507418675085868844051510215311456128498289398729236338981302812567173588505843416234165031221847670630508209160418327432578774266883173074647709064803556648482012441541938330058308208428816236854840608833382814711553963696161347067930452559271879028479258685085930695014984646836756845419457605282934120957665579475780137695242167743447933579400149085634234286419192753482596095527801176821983633277795935542757909934386088091033445482923394652772251247861780701062728217009802552462601421269214483233441745686320695465892433117289592864327227995708330530677678441019195545652599859497685757529899268806827284179051708520092720044627444427022547475418306075838039169133518269686756752587520738680146996468277922861233312494998204603120010550013766911041659714203656259200767572930065134997896311406371624868829378653645598
339, 984, 2835, 5.783186676708974711929613487480125100723883091571228255281089523267149236942319924375120314514737543138002750806482791485443999861618765811799899795514985996610879941560922453892627774726136700883293245091391578123813971958105209006694785556139912588477420365426169278178788590918547820621232578438392789092080872126977656896042581512393076058755490024155029049098332343770099331054312597257863176691201985190678396652119291067923199397890466102124777321413809350936475325572958875452928320222888353523030396824087651351536652695490919330289212754444012932736752269362018629074961938198848065540757876224701085983363281233989498903930464561563295725903872461829357441665570745490491757943327366828746509518816863111629696156260939591724986635617479691222270794288923680663359501347719063829576766992553701381041833823073240959856365491198047401669046958803513281902511074605102827428708764292292156748079581247780450405272004671626847891632183820636903348943704726004666873314388582896
340, 984, 2835, 5.783186670429573244238460246004214388381229371876299178341057050234038783418407566204895207593652089366492624435498426431884573678637697237537210006844796675527007068087927414066246185232809204278624626147117759537185682182449992799231368376625926592851512306294469418980666340100384655175577560733546407513836649404540829440538218249262138322045340193266478483189532123222390710815399637460298808610395727026673453378755392893172167163018081342639774023218049284265921672941662592649914623576357628355841395464773472511334025918846249964648118128527640827995625499813337475550725150200417775020561947157020190687302972278399653449591696459543761154378076309690945722609965385211781137645865816012230578982197341702141123239152474047914436056795108213873355976477187950401100609696701212021253038256632609923040329798372901128001468458744170769866705521026452482351392707286778942927230555656494014956423581494044294339967206261127011008706015333899573861246964371959581664847211149271
341, 984, 2835, 5.783186664223614617387974117995319989518638236538058267237469204684562725038392368774646346444242891853322246345113556204920635042629394757695597594737094371639539289664334894599121553352996047112534200552902846475700002158250405477339175801089375282550029481965251383148279130744813204929478590836361771038376083093384601505638411704787954231888939803685549025237403184093650411840585583764503034499907989287286856706500526557362162685124012325318959043034653066993193874841860628788320034561666356368654233523246741805242537315050524581413713396558591431167814508153262147502058877297125122221863361883212186687120174971715608057167133860906073596888655162718642264681907100911905699926646799699380636988940195256234619821223147236656168747030498315252764533333019464674405749613169390053151712262282743672552938622106418368633078494837394511915579085877082876577219496481302013871318957765718860660480332835460208930340968090960114190908470488993642147962214004376040303888140758641
342, 984, 2835, 5.783186658090028243814233959599928209187416750142030976371395639665076184314910494355221296913309360326681800785736772904879261278460750873625910740444902705676196455925249900584948076146494316476378308952252468381521825385821132835209855248241508778578542358304293613045212364118212543233092987010943908846770578617594289122656423688551046947707846945640674158619098622971104574269510561698595310365473466476903481549376866112946157584500009820247161405529405256103810555197737059367717389519837583593099490081971285376988129446330801771421149138897453107429379730475683043758097238351190823647817861786850836415827773767664047875203929705702346456234221916332931257906129416684400233431855524646442416258244494198016093115396174722838587554463399907159041371585814524953946460962875082483057886462895506905855445723490745594767544403613481740709613877496635256607629366197524376358534727734389875142731439473789819464282908197543965208149211854800965326932005081672718501116867474199
343, 984, 2835, 5.783186652027762208836025016955190487366093951358944602111111395344067854350653765348097585454762662770667392985615964576708830321439644367126910004501853051764582563846856897747341467427344099464139846942475764206676457415143676453461516250874900766051986863051579520767001232064458847564771087780309611649307128701429711569865572502639549083028531486609918313113738845389584682493758498958100272476439710978535940957066126361476722821112879571880747364211742998784035439112731072225528684222117384413780372246641485035927683625160649276734605562762182312017468492671340543873189928949844187428682881061829877793185706160556277480040972977964839038405714444757773614219252455959520373003280519241661796241515497919122889837949981477472112775093023690411997313282800228838900823674187182842952207819271031001625416340458135432186928251641121419795068898896321071846077917545376037920973209222465368224501188004159204745709977654035275739462545948461255292022706106204423878420430477645
344, 984, 2835, 5.78318664603578289178832685721436844414872305240991105758910394621431177668230775607165931800144072364838276487063766557405569496122406654602291984862974297912750511615196593877737921713602155535214162742712050909057676355504756150406451401625783485533511135257552972842371844212089473855295737685752770492206168629459959790901225509034079305638162868903187523026707415133328701147659745764598948922472317161740549859451021746996510823744765242732616596401801628399515592677306044044219344066613494621341315069177491961749778230501122285606978039762987868146291420439022259008213809589820038623714268294864612564143699825679663936911065080853459865177704001814146769859558104200141150677812296646956337344371812354552880600069830423843123683693989841327805743256800496804155655778103168905545039748958649424186711591538975108462120027120479388670752456672714528832451929537631238222999856526334889085758793948974880384969824731236866972331507247499261110436717427098119503850027869073
345, 984, 2835, 5.783186640113074595915629035877904894496284789532774574969620481503951225794115002631558764311743972351888916687439541546501793852812466134293097782319725724676920961841105428187799669581500920168033852503446172584933603334485745576858977495507154604812508859974578111615796826477144642880863434821276025944975094531512544144305085631418114426800294282092989335768033218932485028467633392133058442177354906054428288658501981666672048262332194771559505148924301363267970747275444529314933388540411405056618816641060105771524588909508869082275697561376268381985980614907295020928305817948129146199725090423895735144288375891182166159046142186034961212308122754253998002466493008955041496213517627286590310868294237180791708121308818983312648159345272786418312570814515812305773633565576093443707593949818687943949890359369236332333193911976239837879321247448764222795898247161918678191432301426981544560864886905217394462672157596428308384492389905752385054954151902955897905352608374073
346, 984, 2835, 5.78318663425863918679787696090384295170808901469837558971934950672579069456444056078818125011364014122402074846286299832692877398170841285042645340538187130474860105075505072803295219618126985152739165890071829474444168914850010624439406618149049974417944413835119519246874166448438486621466972470429259951197759465839015218876211768951462086334604989417543903541136891885843142415961406294400873531246604504966307034879957273695773470511199980037621010055216851662615636247940216925392062098985262429751237000230634706330690575606806783648027055852189792838486331416919354007315835584844039551326007479671545271143126030190388102730591051885051239378388747822327999078386666802249116633774533876793708171419169770338390795104437046258090482109846640014822635934229997167206862016983135223951341109096049090545859034124871745991610189720824153284049230762442688099361749991894880352045482599393121360312696553074356611540580908285069135683296158465219179127312110157628991858797231338
347, 984, 2835, 5.783186628471495739088378997856303684102867848457016349380145032047008500364175789429723048142981705368496255884248256131616166832178143000882833258118350865268529728853088748296458470923311459200038168096520674848797603053450191804620384145040696057639654854929568875246690949635390522079233581109703318289612727266090346045802362582073674425161797705066102609947836755415128297646782544017650058994904315382232179427041665864307689982701475512831142185518290809339559404074966120793878576990355674661142808273689377972646372589876765313427221955131814860928838416398283868309047705647916020301437206915130833555781956468545574705912664824895215920197580159755986813388137661370018319308309612064211974520340142303634456224937795573558293639448364424665759694323723352397628621587270852908886377553592579321844302621855354280135388548395976412556196456368934523087235729143198825439914667138970736891895178342271078807083476718503951047920696052482521595223095018053728783698197666062
348, 984, 2835, 5.783186622750680191349328674904889007589063573309575167954359882274634354417651730740541128018179435455893804710123019271946743873456736765766790842324946853585982555292291172838102460376644982174105099708510469312254506939261375614223427292029710407073979127393446663385291835338577857067149553385967526999149606858666986220065342106227028255175160153898464350473320109210069581589347347178450437610500614837512156154423240919918901727623064367546666786636744705375626382262261685061173972121552563496647328221176023946218344378716794795086401297242233312320220389606782234906443051117492071985850195733801974444662326823705676448341783143404875717956852182642033123953378014108280981216971577994658234873062410025924145150705711742091326052581236420490269074333338369463985981753791022154090789180157689618420913266277554123087336696345847459358559517640981696954162997116488347754177863744302537842222372344529037139918249781802024665090200090757725071035813305208743620015744793153
349, 984, 2835, 5.78318661709524500877671994665551744262119144659238378445486984875411234700843713599628745777433626314963298362593889149050044486272712598100810820098830504543116608675296831313125743895831182600851971685880227731485631513841691289333001300350947229081211274080883605421089774260179962043283558227404008742387542897937595356903148819560029425655166457533321250427432693147389862283394539692863761442553754701762565296660683442075054548990269852979900060337293162278338095649144446870452595181700757378342835200111535922648145365677130634921027321291968036071163992569567881504334646584328847533837126532233253323940352116424397403109339929920548746186772257120060033663271947471064368588980397936533158328751538397405030383639222291940149079349899044040961432408475370277694820729441038889196060400635657116582559059775055636640243032845972311174892088755820461895109779341231923570330513137631804696470225961254967647834828482112908948906571808073924803712379207237814960703256911227
350, 984, 2835, 5.783186611504258853612365655132074070730281121745097217457326598611351452437234236841965842551528272824147799017899975018599514561060059310869346778352762270399444479712820524630867606977897260017934264735497920638890216790107422594462667338617088970003965459982086995220926792638781679498002242046069094612492831681057383399024354835153598626296328851300217795341408577063680145053781947288073568663921796867406091248128710027053021669480561364963542703593450919372535577411731623524088670572739657332069787305816871722569070467561195164477184666080438133584594064626363360737032618506438659276503830716621219207507570692065695469191160412506574592077542647741743784915426939152328066322902397049243880370167070548620943987327544292321010522842042584714087783729011078358936425128051931890708949830534204753496762004530584125223706899091483996235585539411006713092201021533848719850775697107155176076311459184762764697489380060675503372910000835866256721384769841179075065165114395782
351, 937, 3038, 5.783186605976806263046476127401454725617338503155036537325180907211452154857012861532749074301050626542891908151967241048021429841927678362579964667196434368183262460626433020121665692683325356928680859241163026513947153625456581413116166615435181582314266401033248257410017283112302588904788542680627515222883020130674275876103433319913114304410999284505210604113344630332105730401878880368929652646434414223418844730590609099637878777107287313423930311453056359548489898824671792677928941669770435364230002616003126610034342175503018754836871576810102147552381377805984545419399517486831905509292033706606146080625139969630818774456474873601293027597745757319105581685418677798237295307940688954599448992201895837096231302140515214312430424666436076657954335364771231396159870208944341724838500572882002984529851616517073196787365360723456937157918931633438487739524205208902391847664287035078069365302328628955491990551686701492341802
352, 984, 2835, 5.783186600511987334419822574060882328225758763197923117268900314377999821876680954096047269406119215014008345655921318144386528174101420706980550810664714650772349111713421038680606599970524468614196737476654634693598931183980439474502066071513394537253952408151102042699292494911395317937515115970057553408484746760932914427338790160970458438679497823484904427660000249896443463545138808206121521907470497909467196820016269711707165274682706619331423198652990522825581636225197466629412477222008652195249550211134199814362636391649577877390240901820201045070185126161543169238198955337343872009166504502804902521345545989758734066089511909549310467498622498618153035308573686140906702318187061770763616988439491641855000620708734756712223533068503686382841981426630702826501817213829312820371984775914329627246906056902973404820302197469821555770428889530473120855559736709015596506630240422827315047578971495841866442869784127037384751831364072713212499945370459677230230402361683349
353, 984, 2835, 5.783186595108917417539904671388946787420271911519634463527970053450718704839691179081595142460268216503940679310207590578890219382716251612147238710773608304452290840012094142804753155533616297045889253588375882474971387384066683034259184712016857919334083269254008226225098480428732590900396921076116804452780314980843120013873696945602205602393052029417959580298599561600119533050259053345295686554175450676861182438811038499577906788939718812227697061985615815356635290482395968222168351722352627886404832954185803186065759090917293151788458635831440962209068306398178100727855102118193450550395682049256842379795251993187076804367601013672120750100552497007271935709641032759477867846720043462444414318158507364532897168389097865233012467043888471860993054935495964262058837420109378893286455863955571080618844511132022109396225279499924979265646454362624131869954957698783433470279209306552895820846354778063763194628063556093937693998384903269318615932169464993101049784869629525
354, 983, 2835, 5.78318658976672681393076927041435283888225825942677897703710250238750069075529603818068834663648997810760270221956388888667543517654902060829811768323559875430951731451311196498736614172208984139286545950273250757954753221295444480903801769669023512828223477255191682233237322403082769962913448456528751475265031860736608842146857906970884082813874339035929532139997916350186260809091638242849688749979689886546213154675342823643477023556701227203964269293800765850307313629333983185905727703290078980029545338902643589551632122995318576715678748622184129645297451655610828028666875726505435556205055910427223389635738171567883027210757157482526475483132616830813988316934267008360678978986548266716156513305832283308508779104350984900705314383613504175167654349446446186371908221525437764766091583715764382273312882262688187705905714928389743012004647361868246959657582467987046935217515545541319346051962996521202718146492295895145852993527715371856692921173381088720267785228983764
355, 983, 2835, 5.78318658448456048284119321294462825612866642219914251602156987387632365142978759312766294037608325429028949182123415372996812930734522433409529313975034356964529294354178025454371153308999910411111714868418046445268506240829821854966882580248833700208198887258334569830566397733004683103506031593842952980244198674614283408187450854444598070872561562815489997039170253842431818048422991612846163567037099993632430683472002545807640289030735464416536559162963084716806378902001262454230815309426987596286456896826015768244883871713777384966277199201434857291778164329184783743061079879921314142851466511825886488267666586730575862085547333554053367015836610913390745128700116061460372728607607119329402749576504156532526855343225558807843472279008165594962288136967823767527137860187521980043417428728238356083575279996708851333730854934990125379495275114862309536273145213901922338470544604056056815697580778603320479751063858830860792749375566425308959186691551653881690555533553496
356, 983, 2835, 5.78318657926157775384085317701321270408673297608122606110219866407513066896517454002805106916937252923877572291186160027717720409037810193131570872618411584762426315814166677616135778934301544228979211305757038359615867992998501773618959785812119911168263494536960184731487553946771250279674693220199987960842542846355647652964562422757734025801434420752308213575724660760355214561014171490476905002248926183034013950510185496953127580559252887668621873838735228997751579212837049272025315147905250299203446585385652908527152950163368581795973835912638106041930638545807373804829613753638677120322857631247260003964364665570590634852485378486423050834446993280307966416706440536994445201143086405443889046984625370690671957943857231737927727947938743708227273308308951767483678752727273683740953991025952553614987803137370244496097851545457203516525783841870260676875323674366295112001689591404973343636468368834216570616844415605890794454583555515705184476022166495641475549225822442
357, 983, 2835, 5.78318657409695204583886455438939328473645848596207397082489188898913973554216448555980804264720139268364637570935390332332678587366673633069042933880150639152314846588679219906209369456370948641578545782283931094246014780630468280740217483342028404829975100287390689447407524811065273484542625217399970555132087238495897129419176422843479539309892482638911395861432899523554826446778758623569316066433620295925781344252275568402627282033738301304777199373280174321208443083840659848438298138372702695724236640076060374213551114281683965413118257752195287691728358504650507091770786464225110819156932530560909102605477816874781540190204784992065710310920300254806522421260396737952555541053297866443272732441845194876140135223233196709897554223777151659899366897476060580432926199736629883988236910913577159318895316036540673861802035317319030134052028226638754370087126697321643228868160366396888106082089818516348971695037986184864495989207427292469499504366589944591478215401475088
358, 983, 2835, 5.7831865689898705923636846234314576188475623519139919910184301518124589357812080437050184391742993553065052970940449508361704490702782217975167765139674979277892547309216616363469245304489250153389775324033880185654380332162895012317156103504450933462412413379433115573623990460817557133281926099702962316923327599938286186598564244554580539400600324929004149115445611363392467568133125748152825757998177120646126603068012922453203553921096466225697844941266647209921004216860180958488675206538176698712247528656008685692450841444043671563803259653715877976801695711323879132666406243866586594296783866048503947344090881972671725808753697520182254256921525182135898980275077715672223047046668881698236041114235768192677922671332225063787639403830965133290608562829905281041512079399517555704039302802551696148959818948263815065193313948275720895362930153772689526846820314896112807648213504645707275366096723909630975837270169122144729045789899215603697478628591899691888751687740436
359, 983, 2835, 5.78318656393953417294784758223503647668403149171256917799957957620599436449003582525923517858084164615003889051253945369189462950244104913406206024496767184830746320566290963255014390629830175029861485687686764437494990441064807703832234234970158681994701698303781671121205905413452301412090729503037920906081249150904683841034284367842410364757134101414447092942229319909776016602915260318697035815110424610690470984705838438283836478078231039439836033809435112710313708463359405844484339780827851361634076682149040980921987381210532279551110464889756992227752234483905795965379641522015833534880827128682572072536324001223453067984584543285879448431537720598359769895615984186573331922256479651296769696483713453804151636438708159944546644522153720591875621038073609958090875712723474878906733266159860961631991212911392544451032693795607295746383413667170143782814950821328987398273925731635435175443477131551530092823222859705978178903236592256400516311451241955853643320090295527
360, 983, 2835, 5.78318655894515685046533503528931399331142219460763301116291086156733726457124750066823623643775177027478429857710887000751320026875525417016785969372045927273751926417969748655850780362560623012146841924472557563690666499400698380528655250970748496083897278114253785869854031682555102733206530916389848195918118051626083289457559048403698449888948051414435116210682742918232365812483648838763728763936168389396894438540467859933943193203651463613218709232796033789338776139500025733341291850789170433061542506773279460426021000780799783653223961146776055480572538464289138077108225234322231777351899034371197152496536221078594078367014630806717830351886926544404381797019202737138154804895107681963542883007808539787141034701644608820832455084068680459763951554507212177231856375788721562521369402900931774023389019390674817452097673896801022780449091637410048066701295922152611898072085746568604847672851267192940547828260309922246396970534569573566811511480810151848461462386057959
361, 937, 3038, 5.7831865540059657142735897989936810263564315118760514111657268817596953988793367899126812231917036158350312081315022003952695170653034328572767077076040021788644168505658725274108593630584920770178571565989644833983843183907725226180906430440938583476103596600924335499158639901925916239379081711876299532598785041321134707653107625064040806576854519415530586446424000349232051570403345396263205886067657716057480419390632995059398933697036106962909196836946417237656275873787339069910159986880813917637017911650355270299117609914647529741951209796960039930470904600957387236046409319081465237197209113644424224647209825380599177453225880461521511390110556737587859201713733018610933601426698650002991426198988694121241074874588964840886480748513409012008789058906843928710274181129324241947959037366436462335137168155602892950943739847303072668945082237391614652863836415215459929309540171179752105675917899213091061930846107409249108315
362, 983, 2835, 5.78318654912120062901625776292265739888350870184482972120926134222684245857783650782298998041440160045827220688713279503591061343039658864609269999829666850139296227507985246881930022886504334303317267286110723425149994889806113237841484155270465602442865958173491345773289689233510056917120672299311358237603540510982551741338828966272603937361798184569175229580201355976235789872126743803300510903448054414819446354938404424471674747403855786017890992998653796720487758829167188780123407179882376079120929324688375440258489974684556265199897973815015412185300534957557251455751806006394232843188151731291875702284874737342689772942809844208567331261931995133783888210023119759658456839843371521215528372258057063272547880540279541226010045811627130962508478956830092428244898293467006880222174053652115403169050159965573314326460605676021658014048803043348550856429609931681187185339961958433219942538117082436891480104394416826649570490241502329370658101008525897765446334492844924
363, 983, 2835, 5.78318654429011398894669621462172772578423305605697752901137062807188777967746988489550047612616627116778864380645629041144659182828828090251598061325537805883223597096209432993159035831877972566925632940272037955185519682801284509959469435394644397645024508939909246272047371498097234785425582853612548994048483659104146142022047617678910616170083578719247946657772957665619278945527607648390628819420119764561051195800409294679248718250865446664818654785553893849577629495023197635161100804076887016238288535110099770055511199410796439941736640867099814469202993897416406961317894339816706596206292937693866372656621036543910650324790450194154437410027507724382811581397686255314741584511098595614615330411197334970911438331400976560895099987632718240491074167998111446032569595868202747574634585385324818486275937346910767517891845069021505367939975463933050579819092356257705458277146245168921864123790565681643615842038769663728194685827179055745970939264247660061609568513501481
364, 983, 2835, 5.78318653951197047763612155634968095207314805439409719297617645904921844224619757636212915585614840372812328973204958870036726329146250766625351546402966694657316061449262081094277967604492381059627203571208843653572289073533418877166119662961063394205962339005877108007488630094742212108292167323043827546369844473845895632298118131767447875720796346138263313316250308318595612091902634679638625546120920575400241600028681483982013733559119194732539403777027068425283984908444917814492172818659901767223698249099088342140338708912551490306365188633688297135782296683375632681226628930593266871512943254024884671076664813446765238055675968313740514435309436035177313570817989666564596266392340411525628274047951255907376573885162029500635038705424748051049899083315484214556067789879146254378028362318823849956364114546914106711271800050949267262515300821547894944842322046411872617650553324238049431380355896433573243231226046697933854451931621442743992099756948544965903034647178944
365, 983, 2835, 5.78318653478604683293398861906878549094169181277542456679277771214200853064368734453949806898381476574829553995548824828414337136079648882815333593887143395637040645207725642076811581972647717043988766727202086750767803219907436648619385331034455845702622208065030842384932896865955593170666512323819350055205680855551456982646627417184305350457284075978464071071404818444205799747485619053682366630743006805221009084745077356033772420447504224175198727154077050016431083920705472806891166462750035901482365856855192762166466362325795918356794879038876123868760537178248306472483904080547324560711324283214004375931501703689816935308791982918720158373586230333766461712634092029954468994035777062284546255176960546143211906784981418163973550647369598179542231546379171371815935242697745018357348514074998835815766833174931773667832542438810414609412602408812595612754683293131716873020356609666839739154757440626618716829993696518683070936707210389963389902256541523389504872550082522
366, 983, 2835, 5.78318653011163161705180158026136633529597521437383447513168768304159158993655783618749340469462894795255870715898404669298445963545449905225209937906000934628001979888407044178267278112697224611320896256310076332064688025639131595376790030808560531346645019154704515885227250614858898099687196539799942227030046626932033270353437130430400614806842142135186711156509406434752080124045675175281890863385057885567296398625979720444952783716017524478642548506559091726891259155395851340688735933774251179446345394166991249530840653132958915243864020874630401861103441179655840694998135266807883971978541577451431953348296110859145093347865553981015751026719138002215658546172853884220067755363637613801295187374380128973532078962084295755208542559276376462469748700183670511801281615541884775273183435867857688120674650662934542034738272912433971023580123884596185098598572581370446945603464451368881845734151015672440827571215713721582919996637677858710508263504864737327184553839218111
